CHROM	POS	WEIR_AND_COCKERHAM_FST	locus.length	pop0.samples	pop1.samples
dDocent_Contig_73	8	0.407604	190	17	25
dDocent_Contig_7300	55	0.0151807	190	21	29
dDocent_Contig_7307	13	0.00802364	190	21	29
dDocent_Contig_731	16	0.0177652	190	10	14
dDocent_Contig_7317	41	0.0980014	190	8	9
dDocent_Contig_732	18	-0.0210693	190	10	24
dDocent_Contig_7320	62	0.0125791	190	21	29
dDocent_Contig_7321	58	0.0356531	190	8	15
dDocent_Contig_7326	82	-0.0100153	190	21	29
dDocent_Contig_7327	72	0.0109201	190	21	29
dDocent_Contig_7328	9	0.117891	190	8	13
dDocent_Contig_7329	21	0.0518387	190	5	8
dDocent_Contig_733	51	-0.00639192	190	13	18
dDocent_Contig_7338	152	0.0105453	190	12	19
dDocent_Contig_7339	133	0.0569117	190	8	18
dDocent_Contig_7340	51	0	190	11	12
dDocent_Contig_7341	43	0.00795021	190	21	29
dDocent_Contig_7342	31	0.0204774	190	10	20
dDocent_Contig_7344	16	0.119214	190	9	17
dDocent_Contig_7345	20	0.00138598	190	19	20
dDocent_Contig_7347	72	0.0257	190	19	18
dDocent_Contig_735	65	0.00946095	190	15	23
dDocent_Contig_7356	40	0.0449462	190	21	29
dDocent_Contig_736	69	0.148655	190	21	29
dDocent_Contig_7360	65	0.0468616	190	10	23
dDocent_Contig_7362	32	0	190	13	23
dDocent_Contig_7366	78	0.218427	190	6	5
dDocent_Contig_7367	19	-0.00578334	190	20	27
dDocent_Contig_7369	21	0.122878	190	21	29
dDocent_Contig_7370	76	0.475305	190	21	29
dDocent_Contig_7373	19	0.724212	190	10	14
dDocent_Contig_7375	49	0.0423453	190	9	18
dDocent_Contig_7378	27	0.0470922	190	17	24
dDocent_Contig_738	152	0.503106	190	5	4
dDocent_Contig_7381	81	0.0969058	190	8	7
dDocent_Contig_7384	87	0.0658428	190	21	29
dDocent_Contig_7385	59	0.189593	190	8	12
dDocent_Contig_7386	34	0	190	19	27
dDocent_Contig_7388	13	0.201237	190	21	29
dDocent_Contig_7394	115	0.0266325	190	13	22
dDocent_Contig_7395	65	0.0612964	190	8	19
dDocent_Contig_7396	46	0.113682	190	8	6
dDocent_Contig_740	9	0.0484392	190	13	17
dDocent_Contig_7405	48	0.0236466	190	13	20
dDocent_Contig_7410	44	0.0191205	190	19	27
dDocent_Contig_7414	8	0.136557	190	21	29
dDocent_Contig_7419	72	0.0242009	190	19	22
dDocent_Contig_742	8	-0.0116279	190	21	29
dDocent_Contig_7426	68	0.274831	190	8	2
dDocent_Contig_7427	15	0.0370274	190	21	29
dDocent_Contig_7428	9	0.175297	190	10	15
dDocent_Contig_743	86	0.0133976	190	7	18
dDocent_Contig_7430	55	0.0439426	190	19	28
dDocent_Contig_7437	50	-0.00339597	190	21	29
dDocent_Contig_7439	55	0.122702	190	21	29
dDocent_Contig_7440	63	0.0343199	190	21	29
dDocent_Contig_7441	173	0.0139785	190	6	7
dDocent_Contig_7446	23	0	190	15	28
dDocent_Contig_745	144	0	190	20	19
dDocent_Contig_7452	32	-0.0137607	190	21	29
dDocent_Contig_7453	15	0.0975942	190	10	22
dDocent_Contig_7455	185	0.175093	190	21	29
dDocent_Contig_7460	36	0.269458	190	9	17
dDocent_Contig_7461	151	0.0827799	190	18	28
dDocent_Contig_7462	75	0.331047	190	21	29
dDocent_Contig_7463	54	0.0642869	190	21	29
dDocent_Contig_7465	39	0.421841	190	7	22
dDocent_Contig_7466	24	0.101917	190	21	29
dDocent_Contig_747	23	-0.00579701	190	21	29
dDocent_Contig_7470	25	0.0942937	190	20	27
dDocent_Contig_7473	28	0.321481	190	8	17
dDocent_Contig_7478	44	0.00486966	190	21	29
dDocent_Contig_7486	51	0.0226079	190	10	20
dDocent_Contig_7489	10	0.0316646	190	14	24
dDocent_Contig_749	32	0	190	8	19
dDocent_Contig_7491	28	0.0567713	190	21	29
dDocent_Contig_7492	29	0.0116419	190	19	29
dDocent_Contig_7497	39	0.0370274	190	21	29
dDocent_Contig_75	15	0.258649	190	10	21
dDocent_Contig_7502	37	0	190	1	12
dDocent_Contig_7504	146	0	190	12	21
dDocent_Contig_7509	20	0.130636	190	20	22
dDocent_Contig_7512	15	0.183425	190	18	23
dDocent_Contig_7513	20	0.00743025	190	19	29
dDocent_Contig_7519	38	0.117993	190	7	6
dDocent_Contig_752	17	0.0352155	190	21	29
dDocent_Contig_7526	82	-0.0109975	190	20	28
dDocent_Contig_7527	21	0	190	8	8
dDocent_Contig_753	8	0.0808376	190	11	17
dDocent_Contig_7530	107	0.199904	190	8	13
dDocent_Contig_7538	37	0.0569961	190	10	11
dDocent_Contig_7539	68	0.32	190	6	6
dDocent_Contig_7541	179	0	190	2	10
dDocent_Contig_7545	20	0.486389	190	7	13
dDocent_Contig_7547	28	0	190	6	1
dDocent_Contig_7556	48	0.0477509	190	8	16
dDocent_Contig_7558	42	0.0201835	190	5	6
dDocent_Contig_7560	15	0	190	10	22
dDocent_Contig_7563	16	0.352263	190	21	29
dDocent_Contig_7565	78	0.0370274	190	21	29
dDocent_Contig_7568	60	0.113682	190	6	8
dDocent_Contig_7569	18	0.0374627	190	17	21
dDocent_Contig_7572	51	0.0677361	190	13	20
dDocent_Contig_7573	19	0.279016	190	21	29
dDocent_Contig_7574	27	-0.00627531	190	20	28
dDocent_Contig_7575	65	-1.43E-17	190	11	11
dDocent_Contig_7577	87	0.0103481	190	16	22
dDocent_Contig_7579	21	0.277377	190	8	12
dDocent_Contig_758	22	0	190	11	16
dDocent_Contig_7589	39	0.0349518	190	10	19
dDocent_Contig_759	14	0	190	17	23
dDocent_Contig_7591	15	0.420588	190	21	29
dDocent_Contig_7594	67	0.0517925	190	21	29
dDocent_Contig_76	23	0.00775477	190	20	27
dDocent_Contig_7600	174	0.00154437	190	18	19
dDocent_Contig_7607	76	0.102487	190	14	20
dDocent_Contig_7608	139	-0.00523313	190	20	26
dDocent_Contig_7609	19	0.112527	190	21	29
dDocent_Contig_761	109	0.00676222	190	6	7
dDocent_Contig_7611	24	0.0416667	190	13	13
dDocent_Contig_7612	23	0.143838	190	21	29
dDocent_Contig_7614	74	-0.00461517	190	20	25
dDocent_Contig_7616	145	0.0820124	190	8	9
dDocent_Contig_7619	35	0	190	17	18
dDocent_Contig_762	15	-0.00579701	190	21	29
dDocent_Contig_7622	22	0.0113696	190	14	19
dDocent_Contig_7628	32	0.09978	190	16	10
dDocent_Contig_763	9	0.777274	190	5	12
dDocent_Contig_7630	80	0.00113441	190	21	22
dDocent_Contig_7634	44	0.117823	190	21	29
dDocent_Contig_7635	165	0.00827018	190	18	24
dDocent_Contig_7636	122	0	190	7	2
dDocent_Contig_7638	27	0.0702387	190	11	10
dDocent_Contig_764	87	0.00601727	190	21	29
dDocent_Contig_7643	63	-0.0330508	190	11	19
dDocent_Contig_7644	15	-1	190	5	1
dDocent_Contig_7651	20	0.0273862	190	7	10
dDocent_Contig_7652	18	0.000319234	190	21	29
dDocent_Contig_7654	31	-0.0450491	190	8	13
dDocent_Contig_7656	16	-1.69E-17	190	13	13
dDocent_Contig_7657	145	0.419355	190	4	9
dDocent_Contig_7658	116	-0.0740741	190	6	3
dDocent_Contig_7659	15	0	190	10	6
dDocent_Contig_766	40	-0.0563747	190	9	4
dDocent_Contig_7661	55	-0.00194197	190	21	29
dDocent_Contig_7663	10	0.47406	190	12	16
dDocent_Contig_7664	177	0.151177	190	21	29
dDocent_Contig_7666	107	-0.0171073	190	6	5
dDocent_Contig_7667	25	0.066424	190	14	11
dDocent_Contig_7668	116	-0.14	190	6	2
dDocent_Contig_7670	15	0	190	19	26
dDocent_Contig_7671	51	0.00129989	190	21	29
dDocent_Contig_7672	22	0.0273819	190	8	10
dDocent_Contig_7675	16	0.0752798	190	12	14
dDocent_Contig_7676	55	0.0427883	190	21	29
dDocent_Contig_7677	40	0.158422	190	11	12
dDocent_Contig_7678	16	0.772817	190	21	29
dDocent_Contig_7679	61	0.116832	190	21	29
dDocent_Contig_768	25	0.0465099	190	4	19
dDocent_Contig_7680	12	0.144618	190	10	27
dDocent_Contig_7681	61	0.388957	190	16	25
dDocent_Contig_7688	144	0.237532	190	21	29
dDocent_Contig_7689	67	0	190	14	19
dDocent_Contig_769	118	0.162896	190	6	10
dDocent_Contig_7696	13	0.156177	190	7	5
dDocent_Contig_7697	22	0.030968	190	21	29
dDocent_Contig_7699	44	0.00574181	190	8	15
dDocent_Contig_7703	63	-0.0397878	190	6	4
dDocent_Contig_7707	51	0.0135852	190	20	14
dDocent_Contig_7710	22	0.0173664	190	16	27
dDocent_Contig_7711	50	0.0373714	190	16	27
dDocent_Contig_7712	12	0.00631336	190	21	29
dDocent_Contig_7715	22	-0.0196008	190	21	29
dDocent_Contig_7718	9	-0.0184037	190	21	29
dDocent_Contig_7722	27	0.229759	190	8	7
dDocent_Contig_7723	52	0	190	8	18
dDocent_Contig_7725	153	0.0201835	190	5	6
dDocent_Contig_7727	32	-0.0108986	190	12	17
dDocent_Contig_7732	44	0.0557255	190	15	22
dDocent_Contig_7734	24	0.0109071	190	21	29
dDocent_Contig_7737	30	0.140541	190	17	15
dDocent_Contig_7738	72	0.460155	190	7	17
dDocent_Contig_7739	10	-0.0347442	190	9	14
dDocent_Contig_7740	38	0.137719	190	20	29
dDocent_Contig_7741	73	0.00468164	190	20	24
dDocent_Contig_7742	49	0.167057	190	15	25
dDocent_Contig_7743	45	0.0606377	190	19	21
dDocent_Contig_7744	113	0.441952	190	9	22
dDocent_Contig_7746	19	-0.0428689	190	10	23
dDocent_Contig_7750	27	0.142378	190	21	29
dDocent_Contig_7751	27	0.0975062	190	10	17
dDocent_Contig_7752	15	0.310626	190	19	22
dDocent_Contig_7755	156	0.0443368	190	19	15
dDocent_Contig_7758	45	0.00831601	190	3	9
dDocent_Contig_7759	43	-0.347826	190	15	1
dDocent_Contig_7760	81	0.049505	190	10	16
dDocent_Contig_7764	32	0.13137	190	10	24
dDocent_Contig_7765	57	-0.0235124	190	21	29
dDocent_Contig_7766	56	-0.00163804	190	18	17
dDocent_Contig_7767	20	-0.00481194	190	21	29
dDocent_Contig_7770	138	0.53272	190	7	16
dDocent_Contig_7771	55	0.150753	190	21	29
dDocent_Contig_7775	71	0.265212	190	5	2
dDocent_Contig_7780	23	0.272639	190	21	29
dDocent_Contig_7781	159	0.0423453	190	9	18
dDocent_Contig_7785	26	-0.00691121	190	21	29
dDocent_Contig_7789	12	-0.00107098	190	21	29
dDocent_Contig_7790	104	-0.0199343	190	8	6
dDocent_Contig_7793	20	0.0829928	190	7	19
dDocent_Contig_7794	31	-0.00625581	190	21	29
dDocent_Contig_7795	49	0.0101591	190	21	29
dDocent_Contig_7798	35	0.00719306	190	14	17
dDocent_Contig_7799	8	-0.039604	190	7	10
dDocent_Contig_7802	117	0	190	13	24
dDocent_Contig_7803	20	0.0502513	190	14	27
dDocent_Contig_781	14	0	190	6	1
dDocent_Contig_7815	8	0.0288448	190	21	29
dDocent_Contig_7820	26	0	190	8	7
dDocent_Contig_7822	27	0	190	8	9
dDocent_Contig_7824	8	-0.0243902	190	7	6
dDocent_Contig_7827	24	-0.0360777	190	8	16
dDocent_Contig_783	16	0.12722	190	13	27
dDocent_Contig_7834	104	0	190	20	29
dDocent_Contig_7836	133	0	190	6	3
dDocent_Contig_784	19	0.0370274	190	21	29
dDocent_Contig_7844	126	-0.00449914	190	21	29
dDocent_Contig_7845	42	0.0510779	190	16	23
dDocent_Contig_7846	75	0.143898	190	21	29
dDocent_Contig_7847	72	0.573551	190	6	5
dDocent_Contig_7856	149	0.0114966	190	15	9
dDocent_Contig_7858	42	0.00431338	190	15	17
dDocent_Contig_7860	182	-0.00730935	190	21	29
dDocent_Contig_7862	84	0.152045	190	10	19
dDocent_Contig_7865	50	0.109612	190	8	12
dDocent_Contig_7867	25	0.182063	190	8	6
dDocent_Contig_7868	104	0	190	6	4
dDocent_Contig_7869	38	0.0414134	190	16	19
dDocent_Contig_787	109	0.143838	190	21	29
dDocent_Contig_7871	61	0.263158	190	21	29
dDocent_Contig_7873	164	-0.0651832	190	4	18
dDocent_Contig_788	25	-0.00171615	190	21	29
dDocent_Contig_7882	115	0.00498662	190	20	27
dDocent_Contig_7883	51	0	190	5	4
dDocent_Contig_7889	73	0.00887586	190	11	19
dDocent_Contig_789	43	0.100193	190	9	14
dDocent_Contig_7890	65	0.237146	190	7	12
dDocent_Contig_7894	13	0.0116419	190	19	29
dDocent_Contig_7895	29	-1.13E-16	190	5	5
dDocent_Contig_7898	37	0	190	11	20
dDocent_Contig_7899	146	0.0769231	190	8	8
dDocent_Contig_79	14	0.0573296	190	21	29
dDocent_Contig_7905	185	0.0414451	190	21	29
dDocent_Contig_7906	102	0.174125	190	15	21
dDocent_Contig_7910	112	-0.0090525	190	8	7
dDocent_Contig_7911	54	0.149864	190	6	4
dDocent_Contig_7912	50	0.0535211	190	8	12
dDocent_Contig_7916	14	0.267587	190	8	7
dDocent_Contig_7917	130	1.12E-16	190	17	17
dDocent_Contig_7921	60	0.658609	190	21	29
dDocent_Contig_7922	63	0.0964229	190	17	29
dDocent_Contig_7923	19	0	190	21	29
dDocent_Contig_7934	147	-0.00677051	190	11	13
dDocent_Contig_7935	34	0.277855	190	8	15
dDocent_Contig_7938	27	0.00854851	190	19	26
dDocent_Contig_794	86	0.0624926	190	10	11
dDocent_Contig_7941	18	-0.0843373	190	5	10
dDocent_Contig_7947	37	0	190	6	3
dDocent_Contig_7948	30	0.00784133	190	8	9
dDocent_Contig_7950	108	0.0646779	190	9	27
dDocent_Contig_7951	35	-0.0257911	190	12	17
dDocent_Contig_7956	10	0.0116419	190	19	29
dDocent_Contig_7959	62	0.0658428	190	21	29
dDocent_Contig_796	35	0.198456	190	7	12
dDocent_Contig_7961	9	-0.00263662	190	21	29
dDocent_Contig_7963	57	0.0604835	190	10	28
dDocent_Contig_7964	121	0.00932962	190	14	18
dDocent_Contig_7968	133	0.0421575	190	9	15
dDocent_Contig_7970	31	0.212528	190	16	4
dDocent_Contig_7971	39	0.112976	190	8	5
dDocent_Contig_7976	35	0.0620882	190	21	27
dDocent_Contig_7977	18	0.0951068	190	20	26
dDocent_Contig_7979	60	0.0817715	190	20	21
dDocent_Contig_7984	8	0.0269337	190	19	26
dDocent_Contig_7986	78	0.100035	190	21	29
dDocent_Contig_7987	76	-0.0302058	190	8	9
dDocent_Contig_7992	120	0.456471	190	21	29
dDocent_Contig_7995	30	0.0480685	190	21	29
dDocent_Contig_800	86	-0.0198203	190	21	29
dDocent_Contig_8000	8	0.0147556	190	13	27
dDocent_Contig_8001	109	0.20955	190	18	17
dDocent_Contig_8002	47	0.0524028	190	8	17
dDocent_Contig_8004	21	0.324672	190	15	20
dDocent_Contig_8005	14	0.0133597	190	21	29
dDocent_Contig_8007	104	0.710526	190	2	11
dDocent_Contig_801	45	-0.0239218	190	13	14
dDocent_Contig_8012	22	0.149864	190	6	4
dDocent_Contig_8015	152	-0.0199343	190	8	6
dDocent_Contig_8017	48	0.10094	190	8	11
dDocent_Contig_8019	12	0.0299929	190	13	27
dDocent_Contig_8021	69	0	190	10	18
dDocent_Contig_8023	13	0.160891	190	6	7
dDocent_Contig_8026	174	-0.00579701	190	21	29
dDocent_Contig_8028	25	-0.00461517	190	20	25
dDocent_Contig_8029	47	0.00154437	190	18	19
dDocent_Contig_8030	105	0.0164175	190	21	29
dDocent_Contig_8037	13	0.0702418	190	16	17
dDocent_Contig_804	70	0.0617649	190	19	28
dDocent_Contig_8042	25	0.172659	190	21	29
dDocent_Contig_8045	11	0.666667	190	12	4
dDocent_Contig_8047	57	0.0923814	190	11	10
dDocent_Contig_8051	112	0.519262	190	7	4
dDocent_Contig_8053	27	0	190	11	10
dDocent_Contig_8054	60	-0.0797872	190	7	3
dDocent_Contig_8055	32	-0.0529695	190	4	8
dDocent_Contig_8056	18	-0.0181191	190	10	18
dDocent_Contig_8057	11	0.0349518	190	10	19
dDocent_Contig_8058	184	0.00795021	190	21	29
dDocent_Contig_8059	24	-0.00579701	190	21	29
dDocent_Contig_8064	80	0.239861	190	8	4
dDocent_Contig_8065	16	-0.00950943	190	12	16
dDocent_Contig_8067	136	-0.142631	190	7	2
dDocent_Contig_8069	29	-0.00687567	190	18	25
dDocent_Contig_8075	61	0	190	12	21
dDocent_Contig_8076	8	-0.0116279	190	21	29
dDocent_Contig_8080	76	0	190	9	11
dDocent_Contig_8082	45	0.146014	190	10	14
dDocent_Contig_8086	73	0.0313823	190	21	29
dDocent_Contig_8087	33	0.0262106	190	9	14
dDocent_Contig_809	17	0.209881	190	20	26
dDocent_Contig_8091	26	0.22435	190	21	29
dDocent_Contig_8093	164	0.523488	190	8	18
dDocent_Contig_8097	141	0.149864	190	6	4
dDocent_Contig_8098	125	0	190	12	19
dDocent_Contig_81	25	0.102636	190	20	29
dDocent_Contig_8100	49	0	190	15	11
dDocent_Contig_8101	40	-0.0131296	190	5	13
dDocent_Contig_8103	31	0.117648	190	14	24
dDocent_Contig_8112	83	0.125842	190	8	14
dDocent_Contig_8115	40	0.22435	190	21	29
dDocent_Contig_8116	63	-0.506383	190	6	1
dDocent_Contig_8119	71	0.0460425	190	9	19
dDocent_Contig_8124	37	0.0335858	190	19	22
dDocent_Contig_8125	149	0.179772	190	9	11
dDocent_Contig_8129	46	0.00573946	190	20	25
dDocent_Contig_8130	40	0.0356466	190	21	29
dDocent_Contig_8132	79	-0.00830406	190	13	17
dDocent_Contig_8137	116	0.13894	190	11	21
dDocent_Contig_8139	40	0.082173	190	10	22
dDocent_Contig_8142	32	-0.0240993	190	21	29
dDocent_Contig_8144	22	0.0761951	190	11	16
dDocent_Contig_8145	115	0.0126192	190	21	29
dDocent_Contig_8148	66	0.236441	190	10	18
dDocent_Contig_815	24	-0.00579701	190	21	29
dDocent_Contig_8150	133	0.219808	190	21	29
dDocent_Contig_8152	72	0.103887	190	21	29
dDocent_Contig_8154	108	0.0778724	190	17	28
dDocent_Contig_8156	8	0.201445	190	21	29
dDocent_Contig_8157	28	0.00114116	190	21	29
dDocent_Contig_8158	107	0.111988	190	21	29
dDocent_Contig_8159	115	-0.0620757	190	5	3
dDocent_Contig_8160	26	0.0617622	190	15	11
dDocent_Contig_8166	47	0.104495	190	16	28
dDocent_Contig_8168	118	0.0294686	190	12	23
dDocent_Contig_8169	44	0.0151847	190	8	13
dDocent_Contig_8170	8	0.029787	190	21	24
dDocent_Contig_8172	69	0.433931	190	8	10
dDocent_Contig_8175	19	0.00719306	190	17	14
dDocent_Contig_8177	22	0.0237265	190	13	8
dDocent_Contig_8179	21	-0.00326978	190	21	29
dDocent_Contig_818	19	0.19174	190	7	9
dDocent_Contig_8180	15	-0.0245803	190	15	24
dDocent_Contig_8182	45	-0.00328558	190	21	29
dDocent_Contig_8184	108	0.360037	190	21	29
dDocent_Contig_8187	31	0.297597	190	5	19
dDocent_Contig_819	180	0.582724	190	8	17
dDocent_Contig_8191	114	-0.0221239	190	14	22
dDocent_Contig_820	24	0.0545943	190	10	22
dDocent_Contig_8205	27	-0.00365286	190	21	29
dDocent_Contig_8206	167	0.0188679	190	6	3
dDocent_Contig_821	59	0.0879479	190	10	20
dDocent_Contig_8210	15	0.415223	190	21	29
dDocent_Contig_8215	17	0	190	9	16
dDocent_Contig_8219	30	0.289597	190	21	29
dDocent_Contig_822	11	0.00169779	190	9	18
dDocent_Contig_8226	112	0	190	8	5
dDocent_Contig_8227	84	0.00987235	190	21	29
dDocent_Contig_823	37	0.00745933	190	19	25
dDocent_Contig_8231	42	-0.0333731	190	6	15
dDocent_Contig_8233	16	0.371924	190	21	29
dDocent_Contig_8236	28	0	190	20	26
dDocent_Contig_8237	41	0	190	20	27
dDocent_Contig_824	11	0.179772	190	9	11
dDocent_Contig_8240	139	0.372549	190	4	16
dDocent_Contig_8241	25	0	190	5	5
dDocent_Contig_8244	23	0	190	21	29
dDocent_Contig_8245	60	-0.0122164	190	4	10
dDocent_Contig_825	151	0.208419	190	21	29
dDocent_Contig_8251	25	0.0943999	190	21	29
dDocent_Contig_8257	146	0	190	7	4
dDocent_Contig_8260	18	0	190	3	7
dDocent_Contig_8267	22	0.00970391	190	12	15
dDocent_Contig_827	10	0.0434379	190	21	29
dDocent_Contig_8272	15	0.00965901	190	20	29
dDocent_Contig_8275	137	0.209629	190	7	5
dDocent_Contig_8276	16	0.0915549	190	21	29
dDocent_Contig_8278	174	0.143909	190	8	11
dDocent_Contig_8285	121	-0.00527041	190	18	15
dDocent_Contig_8286	23	-0.0656518	190	4	20
dDocent_Contig_8291	11	0.44407	190	8	7
dDocent_Contig_8294	112	0.283748	190	6	5
dDocent_Contig_8297	38	0	190	18	26
dDocent_Contig_8301	14	0.0701351	190	19	25
dDocent_Contig_8302	37	0.0232736	190	21	29
dDocent_Contig_8304	41	0.125163	190	21	29
dDocent_Contig_8305	12	-0.19084	190	3	13
dDocent_Contig_8306	28	0.0385345	190	9	17
dDocent_Contig_8307	18	0	190	1	12
dDocent_Contig_8313	46	0.0357836	190	12	26
dDocent_Contig_8316	10	0.0271617	190	21	29
dDocent_Contig_8319	23	0.389882	190	10	4
dDocent_Contig_8320	27	0.00795021	190	21	29
dDocent_Contig_8323	19	-0.00457716	190	10	11
dDocent_Contig_8326	52	0.301858	190	16	18
dDocent_Contig_8329	69	0.132113	190	19	22
dDocent_Contig_8332	28	0.0774908	190	5	10
dDocent_Contig_8333	103	0.063979	190	21	28
dDocent_Contig_8334	171	0.2624	190	18	24
dDocent_Contig_8339	10	0.0918958	190	20	29
dDocent_Contig_8347	48	0.0155224	190	17	28
dDocent_Contig_835	155	0	190	5	2
dDocent_Contig_8354	155	0.159936	190	17	28
dDocent_Contig_8357	30	0.135265	190	21	29
dDocent_Contig_836	147	0.252067	190	21	29
dDocent_Contig_8361	42	0.0561382	190	10	17
dDocent_Contig_8366	131	-0.0265077	190	8	18
dDocent_Contig_837	25	0.24299	190	14	17
dDocent_Contig_8371	113	-0.00143914	190	21	29
dDocent_Contig_8372	134	0.0224133	190	21	29
dDocent_Contig_8373	154	0	190	11	21
dDocent_Contig_8375	122	0.0101591	190	21	29
dDocent_Contig_8380	10	0.313759	190	7	9
dDocent_Contig_8387	10	0.331358	190	11	14
dDocent_Contig_8393	14	0.101637	190	16	27
dDocent_Contig_8394	170	0.0553094	190	20	28
dDocent_Contig_8397	107	0	190	5	6
dDocent_Contig_84	8	0.0489723	190	21	29
dDocent_Contig_840	129	0	190	12	19
dDocent_Contig_8403	41	0.321543	190	7	8
dDocent_Contig_8405	9	0.124576	190	21	29
dDocent_Contig_8407	32	-0.00510399	190	21	29
dDocent_Contig_841	44	0.429323	190	15	18
dDocent_Contig_8410	19	0.0144003	190	21	29
dDocent_Contig_8411	14	0.142857	190	6	10
dDocent_Contig_8412	10	1.13E-16	190	20	20
dDocent_Contig_8413	124	0.132964	190	15	18
dDocent_Contig_8418	35	-0.0222703	190	21	28
dDocent_Contig_842	82	0.107343	190	18	28
dDocent_Contig_8420	64	0.108415	190	14	16
dDocent_Contig_8421	117	0.433381	190	20	27
dDocent_Contig_8422	20	0.00958069	190	10	12
dDocent_Contig_8423	13	-0.0220654	190	18	29
dDocent_Contig_8426	113	0.13324	190	11	16
dDocent_Contig_8432	157	0.327954	190	5	7
dDocent_Contig_8433	9	-0.0145332	190	13	25
dDocent_Contig_8439	8	-0.242424	190	1	7
dDocent_Contig_8441	82	-0.0955056	190	5	13
dDocent_Contig_8446	15	0.156187	190	18	24
dDocent_Contig_8447	9	0.117467	190	18	12
dDocent_Contig_8449	42	-0.00950943	190	12	16
dDocent_Contig_845	62	-0.0595661	190	4	13
dDocent_Contig_8451	9	0.188552	190	13	18
dDocent_Contig_8452	70	0.0192585	190	7	9
dDocent_Contig_8457	42	0.213726	190	7	16
dDocent_Contig_8459	19	0.0150183	190	21	29
dDocent_Contig_8460	21	0.548091	190	18	28
dDocent_Contig_8462	63	0	190	15	22
dDocent_Contig_8466	33	-0.0171977	190	11	21
dDocent_Contig_847	132	0	190	9	9
dDocent_Contig_8470	32	0	190	5	2
dDocent_Contig_8472	10	0.00686741	190	15	24
dDocent_Contig_8474	52	0	190	15	19
dDocent_Contig_8479	34	0.184999	190	21	29
dDocent_Contig_848	23	0.0261686	190	20	28
dDocent_Contig_8488	58	0.111988	190	21	29
dDocent_Contig_8490	181	-0.127491	190	7	5
dDocent_Contig_8491	149	0	190	5	1
dDocent_Contig_8492	102	0.0129962	190	21	29
dDocent_Contig_8493	45	0.307419	190	21	29
dDocent_Contig_8494	22	0.380471	190	6	12
dDocent_Contig_85	76	-0.0184395	190	16	29
dDocent_Contig_8501	18	0	190	16	21
dDocent_Contig_8502	12	0.069981	190	20	28
dDocent_Contig_8503	131	0.0607735	190	7	15
dDocent_Contig_851	61	-0.0145937	190	12	21
dDocent_Contig_8510	10	0	190	20	24
dDocent_Contig_8511	103	0.109612	190	8	12
dDocent_Contig_8513	124	0.0719891	190	20	29
dDocent_Contig_8518	8	0.167619	190	15	22
dDocent_Contig_852	119	0.248963	190	9	17
dDocent_Contig_8520	60	0.0658428	190	21	29
dDocent_Contig_8526	20	0.111111	190	4	6
dDocent_Contig_8528	35	-0.00826672	190	21	29
dDocent_Contig_8529	50	0.068871	190	19	29
dDocent_Contig_853	115	-0.00567938	190	20	26
dDocent_Contig_8533	26	0.0588555	190	21	29
dDocent_Contig_8534	19	-0.0106253	190	13	19
dDocent_Contig_8535	52	0.385978	190	8	20
dDocent_Contig_8536	115	0.103231	190	10	16
dDocent_Contig_8537	10	0.0173664	190	16	27
dDocent_Contig_854	105	-0.0666491	190	9	6
dDocent_Contig_8540	10	0.145208	190	20	28
dDocent_Contig_8541	11	-0.0321176	190	21	29
dDocent_Contig_855	32	0	190	7	11
dDocent_Contig_8555	36	0	190	8	8
dDocent_Contig_8557	37	0.175084	190	20	26
dDocent_Contig_8558	146	0.0126817	190	21	29
dDocent_Contig_8559	35	0.616661	190	21	29
dDocent_Contig_8562	30	0.0137857	190	21	29
dDocent_Contig_8564	9	0.288172	190	10	20
dDocent_Contig_8565	64	0.240293	190	21	29
dDocent_Contig_857	69	0.195611	190	18	22
dDocent_Contig_8570	69	0.357272	190	9	13
dDocent_Contig_8572	14	0.252336	190	10	10
dDocent_Contig_8576	13	0.10508	190	12	25
dDocent_Contig_8577	33	0.140897	190	11	19
dDocent_Contig_8581	60	-0.00210955	190	8	17
dDocent_Contig_8584	119	0.0389271	190	19	25
dDocent_Contig_8588	8	-0.00813692	190	17	25
dDocent_Contig_8596	69	0.0428954	190	9	7
dDocent_Contig_8598	36	0.383494	190	8	11
dDocent_Contig_8599	84	0	190	6	8
dDocent_Contig_860	12	0.0352443	190	21	29
dDocent_Contig_8603	104	-0.00500278	190	8	4
dDocent_Contig_8604	83	0.197794	190	21	29
dDocent_Contig_8608	108	0.0697373	190	21	29
dDocent_Contig_8610	111	0.131961	190	12	19
dDocent_Contig_8611	22	-0.0165077	190	13	14
dDocent_Contig_8613	10	0.0882353	190	18	18
dDocent_Contig_8615	37	0.109612	190	8	12
dDocent_Contig_8616	78	0.109343	190	20	27
dDocent_Contig_8617	8	0.0263158	190	20	20
dDocent_Contig_862	141	0.0122469	190	21	29
dDocent_Contig_8620	79	0.0158371	190	21	29
dDocent_Contig_8623	35	0.00997961	190	21	29
dDocent_Contig_8627	21	0	190	3	3
dDocent_Contig_8629	45	0.195846	190	21	29
dDocent_Contig_8634	16	-0.00719565	190	21	29
dDocent_Contig_8635	31	0.0943999	190	21	29
dDocent_Contig_8636	55	0.161872	190	11	21
dDocent_Contig_864	170	-0.0200206	190	9	16
dDocent_Contig_8640	22	0.0349518	190	19	10
dDocent_Contig_8641	50	0.0583181	190	7	5
