Locus,H,FST,p,quantile
5217,0.04049982,0.036430521,0.17565142,0.17565142
5218,0.065492424,-0.068825911,4.29E-06,0.99999571
5219,0,0,-1,-1
5220,0.11825556,0.019073569,0.24960495,0.75039505
5221,0.057403846,-0.045226131,0.002138063,0.99786194
5222,0.16898437,0.19223301,0.1331578,0.1331578
5223,0,0,-1,-1
5224,0.11307692,0.020408163,0.25300723,0.74699277
5225,0,0,-1,-1
5226,0,0,-1,-1
5227,0.29303571,0.3857404,0.010181764,0.010181764
5228,0.70407938,0.60472777,0.46213182,0.46213182
5229,0.17770225,0.23640635,0.042540774,0.042540774
5230,0.47363387,0.059249621,0.46504774,0.46504774
5231,0.22430612,0.097038991,0.46817019,0.53182981
5232,0,0,-1,-1
5233,0.59505495,0.65096953,0.025892912,0.025892912
5234,0.47171752,-0.017594422,0.12216535,0.87783465
5235,0.20117187,-0.05631068,0.000145519,0.99985448
5236,0.21009896,0.10280374,0.48420514,0.51579486
5237,0.54271603,0.14886327,0.30977006,0.69022994
5238,0.31513725,0.3728223,0.053274488,0.053274488
5239,0.049237473,0.052212389,0.1385049,0.1385049
5240,0.1036875,0.054852321,0.47403318,0.52596682
5241,0.29388143,0.068285162,0.4076341,0.5923659
5242,0.50168941,-0.012394453,0.12962959,0.87037041
5243,0.033445746,0.034026853,0.16057151,0.16057151
5244,0,0,-1,-1
5245,0.11172632,0.016393443,0.23794404,0.76205596
5246,0,0,-1,-1
5247,0,0,-1,-1
5248,0.49969098,-0.020348202,0.077264395,0.92273561
5249,0.20433313,0.20433535,0.17626012,0.17626012
5250,0.052901042,0.007580979,0.35504433,0.64495567
5251,0.035798913,0.022316684,0.28817371,0.28817371
5252,0.13122614,-0.006210199,0.13976825,0.86023175
5253,0.099001507,0.029924255,0.30412673,0.69587327
5254,0.19049195,-0.044999393,0.001981085,0.99801891
5255,0.36753334,0.43592309,0.032332565,0.032332565
5256,0.10351648,-0.070063694,2.50E-06,0.9999975
5257,0.26579483,0.31344503,0.087155577,0.087155577
5258,0.32721428,-0.024525333,0.045751841,0.95424816
5259,0,0,-1,-1
5260,0.33138158,0.45681954,0.000257091,0.000257091
5261,0.20861963,-0.032623792,0.015548764,0.98445124
5262,0.22193182,0.24301075,0.12841758,0.12841758
5263,0,0,-1,-1
5264,0.060446429,0.044149023,0.311152,0.311152
5265,0.030060506,-0.015495732,0.10978799,0.89021201
5266,0.18551479,0.22073483,0.10748542,0.10748542
5267,0.094187364,0.067357513,0.36871812,0.36871812
5269,0.24,0.23076923,0.16819565,0.16819565
5270,0.17630235,0.084725852,0.43266377,0.56733623
5271,0.48923165,-0.011497635,0.16229212,0.83770788
5272,0.48728414,-0.019509395,0.097270789,0.90272921
5273,0.061631868,0.026477668,0.47317514,0.52682486
5274,0.52436364,0.61165049,0.004785454,0.004785454
5275,0,0,-1,-1
5276,0.14,0.090909091,0.41504037,0.41504037
5277,0,0,-1,-1
5278,0.17297778,0.13669065,0.28636079,0.28636079
5279,0.10222917,0.041369472,0.37371731,0.62628269
5280,0.068886364,-0.016166282,0.086356801,0.9136432
5281,0.026030822,-0.012785407,0.14475124,0.85524876
5282,0.09577342,0.082802548,0.27360998,0.27360998
5283,0,0,-1,-1
5284,0.031922229,-0.009397628,0.1854223,0.8145777
5285,0.043765789,0.040346341,0.1703257,0.1703257
5286,0.035915029,-0.009326776,0.18130876,0.81869124
5287,0.15492188,0.11891074,0.31687856,0.31687856
5289,0.022340252,0.010518643,0.38581414,0.38581414
5290,0.071789773,0.024930748,0.39113411,0.60886589
5291,0.050233826,0.046171829,0.18206665,0.18206665
5292,0.01982809,-0.008670006,0.21647672,0.78352328
5293,0.081917355,0.11218725,0.066007799,0.066007799
5294,0.20424345,-0.01929444,0.060093684,0.93990632
5295,0.20873766,-0.02710137,0.030427899,0.9695721
5296,0.4296923,0.18427191,0.3582951,0.3582951
5297,0.51364835,0.039833675,0.32919943,0.67080057
5298,0.04899654,0.022085259,0.4065281,0.4065281
5299,0.17640311,0.23078278,0.052433512,0.052433512
5300,0.062917574,-0.024267782,0.046418606,0.95358139
5301,0.2929,0.075907591,0.42325844,0.57674156
5302,0.49931977,-0.015485074,0.11182525,0.88817475
5303,0,0,-1,-1
5304,0.089415789,0.11001236,0.10858015,0.10858015
5306,0.14494533,0.1754671,0.10520009,0.10520009
5307,0.052727273,-8.33E-17,0.25737783,0.74262217
5308,0,0,-1,-1
5309,0.6944076,0.70608164,0.080791124,0.080791124
5310,0.342,-0.052631579,0.000434922,0.99956508
5311,0.44609793,0.027942437,0.36537354,0.63462646
5312,0,0,-1,-1
5313,0.22496978,-0.064718163,1.44E-05,0.99998563
5314,0.040544926,-0.021794222,0.057104087,0.94289591
5315,0.18852273,0.088607595,0.43653113,0.56346887
5316,0.34061116,0.33906136,0.10337011,0.10337011
5318,0.065492424,-0.068825911,4.29E-06,0.99999571
5319,0.50128293,-0.014034834,0.11842512,0.88157488
5320,0.074855072,0.10551791,0.062207453,0.062207453
5321,0,0,-1,-1
5322,0.15388061,0.069948547,0.40516786,0.59483214
5323,0.52596646,0.16905824,0.39774134,0.39774134
5324,0,0,-1,-1
5325,0.31140789,0.35403727,0.073593478,0.073593478
5326,0,0,-1,-1
5327,0.086873684,0.083969466,0.21305841,0.21305841
5328,0.1115625,0.12156863,0.16467395,0.16467395
5329,0.022192873,-0.005173688,0.27730347,0.72269653
5330,0.15555556,0.04,0.3129122,0.6870878
5331,0.17302588,0.084490547,0.43416754,0.56583246
5332,0.51060007,0.29170392,0.16525417,0.16525417
5333,0,0,-1,-1
5334,0,0,-1,-1
5335,0.17993684,0.21375921,0.11030201,0.11030201
5336,0.56992832,0.2501966,0.34657581,0.65342419
5337,0.07486576,0.069993162,0.21855543,0.21855543
5338,0.024748086,0.001705346,0.41085041,0.58914959
5339,0.43170173,-0.017751479,0.089719567,0.91028043
5340,0.045164835,-0.32846715,3.22E-136,1
5341,0.15492188,0.11891074,0.31687856,0.31687856
5342,0.49440906,-0.013333534,0.13796959,0.86203041
5343,0.035,-7.63E-17,0.33824406,0.66175594
5344,0.17027961,0.085714286,0.44509436,0.55490564
5345,0,0,-1,-1
5346,0.25437377,-0.034371114,0.012944147,0.98705585
5347,0.1115625,0.12156863,0.16467395,0.16467395
5348,0.086336842,0.078273592,0.24193525,0.24193525
5349,0,0,-1,-1
5350,0.55539728,0.20395293,0.33183581,0.66816419
5351,0.084622967,0.059605794,0.37140998,0.37140998
5352,0.17557169,0.1186686,0.39529916,0.39529916
5353,0.051388609,0.011328527,0.4224768,0.5775232
5354,0.041772807,-0.005438777,0.23005916,0.76994084
5355,0,0,-1,-1
5357,0.41235727,0.42018506,0.077293072,0.077293072
5358,0.026560062,0.011673994,0.39370677,0.39370677
5359,0.062967033,0.047120419,0.29844988,0.29844988
5360,0.50116256,-0.002478711,0.20325444,0.79674556
5361,0.50754481,0.012892505,0.26295941,0.73704059
5362,0.038254545,-0.010773131,0.16044695,0.83955305
5363,0.10915113,0.029395412,0.28806296,0.71193704
5364,0.18599633,0.16909405,0.21263021,0.21263021
5365,0.044089904,0.007923148,0.43665569,0.56334431
5366,0.17805209,0.10815464,0.47053874,0.47053874
5367,0.50782151,0.030569187,0.33684471,0.66315529
5368,0.10232417,0.01848311,0.25377298,0.74622702
5369,0.16298273,0.061452514,0.3761524,0.6238476
5370,0,0,-1,-1
5371,0,0,-1,-1
5372,0.21010989,0.12133891,0.45788715,0.45788715
5373,0.49783223,-0.008480133,0.16936593,0.83063407
5374,0.21331499,0.27934979,0.024959965,0.024959965
5375,0.10733333,-0.30434783,1.22E-115,1
5376,0,0,-1,-1
5377,0.57833333,0.58501441,0.056669063,0.056669063
5378,0.17248366,0.010989011,0.21414851,0.78585149
5379,0.094652778,0.037082067,0.37043759,0.62956241
5380,0.25578093,0.093415463,0.44304896,0.55695104
5381,0.024932779,0.009100334,0.43311559,0.43311559
5382,0.036046196,0.029023747,0.21686519,0.21686519
5383,0.39785498,0.38988613,0.085743465,0.085743465
5384,0.020158597,0.007867446,0.42694457,0.42694457
5385,0.61925177,0.45025123,0.45119689,0.45119689
5386,0,0,-1,-1
5387,0,0,-1,-1
5388,0.24214137,0.04148535,0.32245888,0.67754112
5389,0,0,-1,-1
5390,0.49290576,0.003368948,0.27227869,0.72772131
5391,0,0,-1,-1
5392,0.084469809,0.040341212,0.45356375,0.54643625
5393,0.039677354,0.009554788,0.4965269,0.5034731
5394,0,0,-1,-1
5395,0,0,-1,-1
5396,0,0,-1,-1
5397,0.056536398,0.043643264,0.26332905,0.26332905
5398,0.080082645,0.091847265,0.14345665,0.14345665
5399,0,0,-1,-1
5400,0.59069914,0.32339827,0.37335468,0.62664532
5401,0.062541209,0.04063255,0.35998476,0.35998476
5402,0.1369759,0.088782665,0.41851888,0.41851888
5403,0,0,-1,-1
5404,0.063755192,0.062519795,0.18723,0.18723
5405,0.28874871,0.35445205,0.041113828,0.041113828
5406,0.3215345,0.27016645,0.15452417,0.15452417
5407,0.42283036,0.31414574,0.18473667,0.18473667
5408,0.32275526,0.3767479,0.056258519,0.056258519
5409,0,0,-1,-1
5410,0.57973807,0.26047785,0.27514251,0.72485749
5411,0.4731324,0.058603035,0.46805785,0.46805785
5412,0.62505528,0.4288293,0.40951607,0.59048393
5413,0.28300528,0.044976368,0.33876419,0.66123581
5414,0.068877835,0.030759546,0.47607075,0.52392925
5415,0.071363225,0.061750333,0.24872478,0.24872478
5416,0.587981,0.28098999,0.25387907,0.74612093
5417,0.50308311,0.011912194,0.28055667,0.71944333
5418,0.022105263,-5.90E-17,0.38631695,0.61368305
5419,0,0,-1,-1
5420,0.1669383,-0.04876692,0.000951621,0.99904838
5421,0.037608471,-0.015245159,0.10930762,0.89069238
5422,0.064322248,0.070784486,0.14136112,0.14136112
5423,0.055070312,0.046673287,0.22261327,0.22261327
5424,0.51919754,0.056672704,0.33453488,0.66546512
5425,0.55038574,0.22010585,0.4513747,0.5486253
5426,0.053611391,0.052319842,0.17117369,0.17117369
5427,0.11481816,0.033668709,0.30325586,0.69674414
5428,0.051999263,0.022939012,0.43188969,0.43188969
5429,0.28735127,0.36980631,0.017443706,0.017443706
5430,0,0,-1,-1
5431,0.02231722,0.009497469,0.40641754,0.40641754
5432,0.50862488,0.09279078,0.46202931,0.46202931
5433,0.23146556,0.25744063,0.11840916,0.11840916
5434,0.12373333,0.0625,0.44998489,0.55001511
5435,0.14995556,0.075281565,0.4455465,0.5544535
5436,0.056536398,0.043643264,0.26332905,0.26332905
5437,0.46784755,-0.013115787,0.16107681,0.83892319
5438,0.040381985,0.033618816,0.19829529,0.19829529
5439,0,0,-1,-1
5440,0.070360925,0.048384861,0.35030032,0.35030032
5441,0.027159751,-0.016910936,0.096522686,0.90347731
5442,0.020158597,0.007867446,0.42694457,0.42694457
5443,0.5173015,0.053761096,0.34338951,0.65661049
5444,0.029097702,-0.04909715,0.000606368,0.99939363
5445,0.20976305,0.273906,0.030444394,0.030444394
5446,0.035712481,0.019950474,0.31800072,0.31800072
5447,0,0,-1,-1
5448,0.0749,-0.12149533,1.73E-17,1
5449,0.15214063,0.10280374,0.39252468,0.39252468
5450,0.35107297,0.36501284,0.087933903,0.087933903
5451,0.58495471,0.62588197,0.035867616,0.035867616
5452,0,0,-1,-1
5453,0.49840534,-0.019065268,0.087672049,0.91232795
5454,0.50187199,-0.009348955,0.15171416,0.84828584
5455,0.04049982,0.036430521,0.17565142,0.17565142
5456,0.15644168,0.10285495,0.41865083,0.41865083
5457,0.046307556,-0.13863216,6.25E-23,1
5458,0.32772959,0.24153499,0.24466408,0.24466408
5459,0.062045455,-0.12820513,1.90E-19,1
5460,0,0,-1,-1
5461,0.1456,-0.025641026,0.038500355,0.96149964
5462,0.22670455,0.24210526,0.13926781,0.13926781
5463,0.24256713,0.23179424,0.16905444,0.16905444
5464,0.049936383,0.065477645,0.083138277,0.083138277
5465,0.18784493,0.11781338,0.43935625,0.43935625
5466,0.20031276,0.23965059,0.090546338,0.090546338
5467,0,0,-1,-1
5468,0.16014406,0.096916996,0.47016828,0.47016828
5469,0.03056677,0.018542037,0.30683168,0.30683168
5470,0,0,-1,-1
5471,2.1508333,0.73033708,2,
5472,0.058483516,-0.025930101,0.038976649,0.96102335
5473,0,0,-1,-1
5474,0.52696774,0.10054506,0.38350262,0.61649738
5475,0.12150794,0.12214239,0.2080177,0.2080177
5476,0,0,-1,-1
5477,0.16638231,0.20254188,0.095721406,0.095721406
5478,0.05422476,0.031807603,0.35625126,0.35625126
5479,0.080456513,0.096067306,0.12485258,0.12485258
5480,0.092996032,0.10390442,0.15251347,0.15251347
5481,0.10261925,0.12059478,0.12787438,0.12787438
5482,0.49474999,-0.020920799,0.07953206,0.92046794
5483,0.020158597,0.007867446,0.42694457,0.42694457
5484,0.038983957,0.020576132,0.32741774,0.32741774
5485,0.02789391,-0.039653449,0.004077078,0.99592292
5486,0.13735658,0.17923959,0.071204999,0.071204999
5487,0.2451924,-0.071020408,1.83E-06,0.99999817
5488,0.53515762,0.12251367,0.34040733,0.65959267
5489,0.046555556,0.026252983,0.33016465,0.33016465
5490,0.49955177,-0.018525394,0.08963146,0.91036854
5491,0.051515625,-0.01910828,0.072907898,0.9270921
5492,0.24589319,-0.023124567,0.047925099,0.9520749
5494,0,0,-1,-1
5495,0,0,-1,-1
5496,0.33528969,-0.017358116,0.080929973,0.91907003
5497,0,0,-1,-1
5498,0,0,-1,-1
5499,0.13708333,0.11958914,0.26165375,0.26165375
5500,0.1624,0.08045977,0.43785706,0.56214294
5501,0.29298551,0.33518006,0.08449656,0.08449656
5502,0.21266667,0.090909091,0.45878266,0.54121734
5503,0,0,-1,-1
5504,0.27012527,0.33944954,0.038920273,0.038920273
5505,0,0,-1,-1
5506,0,0,-1,-1
5507,0.18556548,0.049095607,0.32396647,0.67603353
5509,0,0,-1,-1
5510,0,0,-1,-1
5511,0.35689904,0.4115983,0.049422513,0.049422513
5512,0.13118637,0.07530648,0.48410652,0.48410652
5513,0,0,-1,-1
5514,0.067195244,0.06643464,0.18616502,0.18616502
5515,0,0,-1,-1
5516,0.49676982,0.01814984,0.34125714,0.65874286
5517,0,0,-1,-1
5518,0,0,-1,-1
5519,0.12128581,0.047432955,0.36050032,0.63949968
5520,0.18720562,0.22777307,0.090606402,0.090606402
5521,0.17259348,0.037978806,0.29578368,0.70421632
5522,0.12888889,0.058823529,0.41034434,0.58965566
5523,0.075867769,0.041394336,0.46860832,0.46860832
5524,0.066043956,0.091514143,0.066350177,0.066350177
5525,0,0,-1,-1
5526,0.051935508,-0.015245159,0.10082116,0.89917884
5527,0.19322848,0.15539808,0.25411958,0.25411958
5528,0.12479843,0.13014812,0.18373237,0.18373237
5529,0.40840237,0.30084034,0.20611027,0.20611027
5530,0,0,-1,-1
5531,0.078976752,0.040357174,0.48683776,0.51316224
5532,0.55297166,0.61623616,0.019118067,0.019118067
5533,0.17547518,-0.017247883,0.076079468,0.92392053
5534,0,0,-1,-1
5535,0.064899408,0.044201313,0.34287591,0.34287591
5536,0.68569829,0.64688415,0.15089498,0.15089498
5537,0,0,-1,-1
5538,0.50116256,-0.002478711,0.20325444,0.79674556
5539,0.07094697,0.013347571,0.28662516,0.71337484
5540,0.12838344,0.082114736,0.42011794,0.42011794
5541,0.080969598,0.01458866,0.26281717,0.73718283
5542,0.11299098,0.027402547,0.27921581,0.72078419
5543,0.23603954,0.18179403,0.25325112,0.25325112
5544,0.23731061,0.061452514,0.38402545,0.61597455
5546,0.17189011,0.11392405,0.40588825,0.40588825
5547,0.20044005,0.17741965,0.21183565,0.21183565
5548,0.066974749,0.012052171,0.29012946,0.70987054
5549,0.1173375,0.16480239,0.045894143,0.045894143
5550,0.088358414,0.019575723,0.27810394,0.72189606
5551,0.51471692,0.23341506,0.22538918,0.22538918
5552,0.12507937,0.14720812,0.12278446,0.12278446
5553,0.12090909,-0.052631579,0.000400985,0.99959902
5554,0.41056703,0.35787255,0.10188286,0.10188286
5555,0.052901042,0.007580979,0.35504433,0.64495567
5556,0,0,-1,-1
5557,0.20980416,0.25598442,0.068717193,0.068717193
5558,0.48480186,-0.015673741,0.13151753,0.86848247
5559,0.068015402,0.077691958,0.13109197,0.13109197
5560,0.035336051,0.009510138,0.48303405,0.48303405
5561,0.0749,-0.12149533,1.73E-17,1
5562,0.25378044,-0.005784091,0.14311423,0.85688577
5563,0.081842179,0.036983961,0.43589941,0.56410059
5565,0,0,-1,-1
5566,0.11255417,0.12930811,0.13848947,0.13848947
5567,0.20125,0.16521739,0.23889992,0.23889992
5568,0.51260784,0.041674455,0.34401898,0.65598102
5569,0.21280473,0.13452913,0.40547303,0.40547303
5570,0.21112299,0.26241135,0.054801295,0.054801295
5571,0.031972189,-0.010493587,0.16971839,0.83028161
5572,0.042509544,0.03732026,0.18273856,0.18273856
5573,0.11336586,-0.045406547,0.001917662,0.99808234
5574,0.13740532,0.015645631,0.24018276,0.75981724
5575,0.53391255,0.15364702,0.45714329,0.54285671
5576,0.59331567,0.29384464,0.2350075,0.7649925
5577,0.14494533,0.1754671,0.10520009,0.10520009
5578,0.052765152,-0.32663317,1.24E-134,1
5579,0.51362409,0.1258973,0.40206787,0.40206787
5580,0.93395888,0.71239057,1.12E-48,1
5581,0.06779354,-0.026927453,0.03448134,0.96551866
5582,0.51059684,0.022228778,0.28540699,0.71459301
5583,0,0,-1,-1
5584,0.099264764,-0.021247879,0.056893374,0.94310663
5585,0.022825565,-0.016404211,0.10375432,0.89624568
5586,0.21280473,0.13452913,0.40547303,0.40547303
5587,0.046666667,5.55E-17,0.29236033,0.70763967
5588,0,0,-1,-1
5589,0.18381154,0.21351392,0.12277975,0.12277975
5590,0,0,-1,-1
5591,0.1020648,0.11977908,0.13024117,0.13024117
5592,0.46056591,-0.020901781,0.087494549,0.91250545
5593,0,0,-1,-1
5594,0.026672369,0.015835464,0.32212721,0.32212721
5595,0.031237654,-0.031518625,0.015963021,0.98403698
5596,0.29263831,0.18891739,0.36146323,0.36146323
5597,0.022269402,0.007370591,0.45101818,0.45101818
5598,0,0,-1,-1
5599,0.05928539,0.023456932,0.45926331,0.54073669
5600,0.13014165,-0.020907979,0.058419833,0.94158017
5601,0.13861658,0.095592622,0.38099903,0.38099903
5602,0.2634965,0.29936306,0.11375874,0.11375874
5603,0.057525962,0.017611892,0.42123954,0.57876046
5604,0.061023669,0.064737153,0.15918694,0.15918694
5605,0.021097596,0.004625937,0.49638082,0.50361918
5606,0,0,-1,-1
5607,0.14287879,0.10922587,0.31045929,0.31045929
5608,0.49969098,-0.020348202,0.077264395,0.92273561
5609,0.036280309,0.035289373,0.16400675,0.16400675
5610,1.7814286,0.78294574,2,
5611,0,0,-1,-1
5612,0.15388061,0.069948547,0.40516786,0.59483214
5613,0,0,-1,-1
5614,0,0,-1,-1
5615,0.1115625,0.12156863,0.16467395,0.16467395
5616,0.28573617,-0.054248204,0.000294563,0.99970544
5617,0.089415789,0.11001236,0.10858015,0.10858015
5618,0.899,0.56989247,4.40E-92,1
5619,0.33434066,0.44782251,0.001610715,0.001610715
5620,0,0,-1,-1
5621,0.16273284,0.24090669,0.008077712,0.008077712
5622,0.11545139,0.15115789,0.076812699,0.076812699
5623,0.042742105,0.017362394,0.40318184,0.40318184
5624,0.45300732,0.085333439,0.47312653,0.47312653
5626,0.12864483,-0.019471492,0.065669805,0.9343302
5627,0.34787879,0.41463415,0.034665646,0.034665646
5628,0.61925365,0.40364669,0.36451951,0.63548049
5629,0.17802105,0.20529801,0.12905142,0.12905142
5630,0.54456678,0.17826748,0.37755432,0.62244568
5631,0.18800192,0.22937996,0.087406067,0.087406067
5632,0.53167033,0.10182066,0.31998603,0.68001397
5633,0,0,-1,-1
5634,0.35538462,0.4,0.060598819,0.060598819
5635,0.13971429,0.20717319,0.015813575,0.015813575
5636,0.22397775,-0.01910828,0.065714377,0.93428562
5637,0.16087912,0.053278689,0.3533607,0.6466393
5638,0.093443787,-0.21702128,2.53E-57,1
5639,0.49973739,-0.020955574,0.073331238,0.92666876
5640,0.04049982,0.036430521,0.17565142,0.17565142
5641,0,0,-1,-1
5642,0.042300641,0.032566034,0.22199268,0.22199268
5643,0.23178902,0.28235831,0.069017556,0.069017556
5644,0.12001588,0.055659121,0.40802838,0.59197162
5645,0.020158597,0.007867446,0.42694457,0.42694457
5646,0.073066667,-0.02189781,0.054251488,0.94574851
5647,0,0,-1,-1
5648,0.30774545,0.36311001,0.053874571,0.053874571
5649,0,0,-1,-1
5650,0.09577342,0.082802548,0.27360998,0.27360998
5651,0.080522876,-0.090909091,5.29E-10,1
5652,0.14171569,0.1283293,0.24627601,0.24627601
5653,0.53095565,0.10844508,0.35405873,0.64594127
5654,0.170625,0.17948718,0.1746206,0.1746206
5655,0.51678538,0.10779538,0.48243048,0.48243048
5656,0,0,-1,-1
5657,0.6525,0.53333333,0.33332255,0.33332255
5658,0.030512266,0.016788839,0.33226911,0.33226911
5659,0.040857895,-0.027953111,0.027910196,0.9720898
5660,0.064291005,0.026252983,0.45487689,0.54512311
5661,0.021182692,0.008624603,0.41578897,0.41578897
5662,0.57992787,0.29756805,0.40346809,0.59653191
5663,0.28887655,0.33913261,0.068872452,0.068872452
5664,0.0836823,0.009860592,0.23392982,0.76607018
5665,0.378,0.42105263,0.05734371,0.05734371
5666,0.047361481,0.042822735,0.18197094,0.18197094
5667,0,0,-1,-1
5668,0.052046875,-0.008706094,0.16046241,0.83953759
5670,0,0,-1,-1
5671,0,0,-1,-1
5672,0,0,-1,-1
5673,0.18364698,0.17064961,0.20896763,0.20896763
5675,0.31813187,0.34715026,0.090808921,0.090808921
5676,0.087913932,0.09480846,0.16347008,0.16347008
5677,0.094302536,0.019498607,0.26617609,0.73382391
5678,0.12825499,0.067825547,0.47380156,0.52619844
5679,0,0,-1,-1
5680,0.45289708,0.062839257,0.47901187,0.52098813
5681,0.38251411,0.2953677,0.19238818,0.19238818
5682,0.56992832,0.2501966,0.34657581,0.65342419
5683,0,0,-1,-1
5684,0.22095626,0.10876897,0.49706651,0.50293349
5685,0.68123739,0.54724478,0.45285178,0.54714822
5686,0.038743802,0.014505119,0.41431401,0.41431401
5687,0.13412368,0.15945612,0.12240803,0.12240803
5688,0.039097796,0.023427867,0.29268285,0.29268285
5689,0,0,-1,-1
5690,0.47414746,0.5368364,0.015906907,0.015906907
5691,0.10980382,0.13628949,0.099081557,0.099081557
5692,0.056868966,0.049235993,0.22188654,0.22188654
5693,0.16288747,0.030846887,0.29044264,0.70955736
5694,0.13191316,0.14537076,0.16072982,0.16072982
5695,0.042497606,0.008124338,0.45261762,0.54738238
5696,0.15156593,-0.004893964,0.14560667,0.85439333
5697,0.050448375,0.050228311,0.15830827,0.15830827
5698,0.18573438,0.2650795,0.009782877,0.009782877
5699,0.37526016,0.11839623,0.49040694,0.49040694
5700,0.037791667,-0.023153252,0.048860318,0.95113968
5701,0.1250625,-0.082125604,2.58E-08,0.99999997
5703,0.094187364,0.067357513,0.36871812,0.36871812
5704,0,0,-1,-1
5705,0.40041481,0.32403433,0.14823068,0.14823068
5706,0.51727817,0.065564117,0.38064503,0.61935497
5707,0,0,-1,-1
5708,0.075,0.004444444,0.21252085,0.78747915
5709,0.135776,0.15516443,0.14560904,0.14560904
5710,0.406875,0.48387097,0.022306992,0.022306992
5711,0.49973739,-0.020955574,0.073331238,0.92666876
5712,0.047207368,0.011453744,0.46587101,0.53412899
5713,0,0,-1,-1
5714,0,0,-1,-1
5715,0.22055728,0.12160567,0.46880718,0.46880718
5716,0.063175084,0.009052771,0.27459799,0.72540201
5717,0.11508421,0.045092838,0.35823282,0.64176718
5718,0.29883936,0.36012608,0.046764059,0.046764059
5719,0.0749,-0.12149533,1.73E-17,1
5720,0.062967033,0.047120419,0.29844988,0.29844988
5721,0.50168941,-0.012394453,0.12962959,0.87037041
5722,0.49973739,-0.020955574,0.073331238,0.92666876
5723,0.20350877,0.04,0.30253141,0.69746859
5724,0,0,-1,-1
5725,0.10007864,0.10231023,0.20029504,0.20029504
5726,0.065914421,0.024513281,0.42414567,0.57585433
5727,0,0,-1,-1
5728,0.51260784,0.041674455,0.34401898,0.65598102
5729,0.042396053,0.009341734,0.47411722,0.52588278
5730,0.068017357,0.088015589,0.089601891,0.089601891
5731,0.088421053,0.081081081,0.23855905,0.23855905
5732,0.17340909,0.26605505,0.002359597,0.002359597
5733,0,0,-1,-1
5734,0.063431167,0.022364217,0.41391242,0.58608758
5735,0.31785882,0.29301247,0.12458304,0.12458304
5736,0.12067807,0.046393703,0.35472364,0.64527636
5737,0.041919231,0.023763648,0.31089669,0.31089669
5738,0.14766667,0.060948081,0.38704182,0.61295818
5739,0.063460911,0.058172512,0.21471027,0.21471027
5740,0.49440906,-0.013333534,0.13796959,0.86203041
5741,0.2038902,0.11335013,0.48736914,0.48736914
5742,0.03562349,0.017502225,0.35183353,0.35183353
5743,0.089150429,0.070591769,0.31116482,0.31116482
5744,0.035391255,-0.024264326,0.042529396,0.9574706
5745,0.57207505,0.23692876,0.27115387,0.72884613
5746,0.50103093,0.23002228,0.20372276,0.20372276
5747,0.20575,0.18347509,0.19619858,0.19619858
5748,0.18660051,0.20586775,0.15125181,0.15125181
5749,0.12833333,0.008264463,0.21028253,0.78971747
5750,0.12030926,0.14110241,0.13272163,0.13272163
5751,0,0,-1,-1
5752,0.052046875,-0.008706094,0.16046241,0.83953759
5753,0.051999263,0.022939012,0.43188969,0.43188969
5754,0.32695055,0.36475926,0.074945401,0.074945401
5755,0.50330173,0.021404344,0.32417971,0.67582029
5756,0.061023669,0.064737153,0.15918694,0.15918694
5757,0.25052222,-0.031844582,0.018123129,0.98187687
5758,0.31210292,0.37787237,0.041133362,0.041133362
5759,0.17557169,0.1186686,0.39529916,0.39529916
5760,0.46136364,0.51724138,0.025889762,0.025889762
5761,0,0,-1,-1
5762,0.32628099,0.37588652,0.05992878,0.05992878
5763,0,0,-1,-1
5764,0.47363387,0.059249621,0.46504774,0.46504774
5765,0.05158599,-0.022123894,0.054732108,0.94526789
5766,0,0,-1,-1
5767,0,0,-1,-1
5768,0.40621205,0.2013645,0.35800278,0.35800278
5769,0.12128581,0.047432955,0.36050032,0.63949968
5770,0.20102273,0.12568306,0.4320636,0.4320636
5771,0.043576316,-0.33099825,2.10E-138,1
5772,0.3421875,0.34246575,0.10244661,0.10244661
5773,0.47380477,0.11541017,0.35573723,0.35573723
5774,0,0,-1,-1
5775,0.39440263,0.23297823,0.31162558,0.31162558
5776,0.43735328,0.13624466,0.41995836,0.41995836
5777,0.10287879,-0.2371134,8.21E-69,1
5778,0.44083562,-0.032454803,0.021448843,0.97855116
5779,0.1631405,0.19756839,0.10324771,0.10324771
5780,0.041062092,-0.13649025,3.05E-22,1
5781,0.042643369,0.040341367,0.16090184,0.16090184
5782,2.4442857,0.76271186,2,
5783,0.51059684,0.022228778,0.28540699,0.71459301
5784,0.17327188,0.21222068,0.090976497,0.090976497
5785,0.28836747,0.21518267,0.27616127,0.27616127
5786,0.050859375,-0.032258065,0.016619931,0.98338007
5787,0.20521376,0.24117211,0.098807892,0.098807892
5788,0.50009378,-0.016326277,0.10417439,0.89582561
5789,0.056318661,-0.003447517,0.19696839,0.80303161
5790,0.33109977,0.20754717,0.33307811,0.33307811
5791,0.047911988,0.012669548,0.47726541,0.52273459
5793,0.062017196,0.06835875,0.14132175,0.14132175
5794,0.085633333,0.019073569,0.28236418,0.71763582
5795,0.65818139,0.59191765,0.17470188,0.17470188
5796,0.285,0.15789474,0.43039602,0.43039602
5797,0.235625,0.17948718,0.26087975,0.26087975
5798,0.42291033,0.34451366,0.12621589,0.12621589
5799,0.094187364,0.067357513,0.36871812,0.36871812
5800,0.041014427,0.008267886,0.46559264,0.53440736
